   Vol_A   Vol_B
   0.08   0.89
   0.03   1.02
   0.00   1.05
   0.01   1.01
   0.00   1.00
   0.04   0.99
   0.00   0.96
   0.05   0.90
   0.11   0.96
   0.13   0.90
   0.06   0.93
   0.04   0.98
   0.05   1.01
   0.06   0.86
   0.16   0.77
   0.95   0.04
   0.95   0.07
   0.19   0.76
   0.09   0.94
   0.00   1.04
   0.49   0.46
   0.55   0.40
   0.19   0.78
   0.07   0.90
   0.02   0.96
   0.00   1.01
   0.03   0.99
   0.83   0.25
   0.89   0.10
   0.95   0.05
   0.95   0.06
   0.90   0.09
   0.68   0.36
   0.39   0.57
   0.79   0.15
   0.90   0.02
   0.46   0.51
   0.13   0.84
   0.17   0.84
   0.63   0.38
   0.88   0.09
   0.91   0.07
   0.30   0.64
   0.10   0.85
   0.07   1.03
   0.00   1.03
   0.05   0.92
   0.96   0.04
   1.01   0.00
   1.01   0.00
   0.99   0.00
   1.06   0.00
   1.07   0.02
   0.85   0.11
   0.89   0.13
   0.81   0.18
   0.13   0.78
   0.29   0.76
   0.91   0.12
   1.01   0.02
   1.08   0.00
   0.96   0.00
   0.25   0.75
   0.07   0.92
   0.04   0.90
   0.00   1.05
   0.08   0.94
   1.02   0.05
   0.99   0.00
   0.99   0.00
   1.05   0.00
   0.93   0.00
   0.92   0.09
   0.18   0.81
   0.16   0.83
   0.11   0.92
   0.03   1.01
   0.62   0.35
   0.98   0.00
   1.03   0.01
   1.03   0.02
   0.86   0.10
   0.14   0.87
   0.09   0.84
   0.01   0.94
   0.00   1.10
   0.31   0.70
   0.99   0.12
   1.01   0.02
   1.03   0.00
   1.00   0.00
   1.04   0.00
   0.97   0.03
   0.23   0.76
   0.05   1.03
   0.01   0.97
   0.09   0.82
   0.86   0.10
   0.92   0.00
   1.09   0.00
   1.01   0.05
   0.97   0.11
   0.85   0.16
   0.55   0.37
   0.03   0.95
   0.00   1.02
   0.03   1.15
   0.20   0.80
   0.99   0.07
   0.93   0.00
   0.96   0.00
   0.96   0.00
   1.04   0.00
   0.93   0.04
   0.57   0.26
   0.09   0.89
   0.19   0.77
   0.86   0.05
   0.97   0.04
   1.13   0.00
   1.11   0.01
   0.99   0.00
   0.98   0.04
   0.51   0.48
   0.03   1.03
   0.00   0.98
   0.06   1.01
   0.14   0.86
   1.00   0.03
   0.96   0.00
   1.07   0.00
   1.10   0.00
   0.97   0.01
   0.95   0.05
   0.76   0.19
   0.10   0.91
   0.06   0.97
   0.16   0.76
   0.38   0.59
   0.82   0.20
   1.00   0.00
   1.09   0.00
   1.02   0.06
   0.11   0.92
   0.00   0.93
   0.00   1.04
   0.81   0.27
   0.97   0.03
   1.00   0.00
   1.00   0.00
   0.95   0.03
   0.91   0.07
   0.61   0.37
   0.45   0.51
   0.79   0.16
   0.73   0.31
   0.49   0.47
   0.24   0.76
   0.29   0.69
   0.59   0.39
   0.86   0.11
   0.94   0.06
   0.53   0.42
   0.03   0.97
   0.00   0.99
   0.03   0.93
   0.79   0.17
   1.03   0.04
   0.93   0.07
   0.90   0.08
   0.49   0.53
   0.19   0.82
   0.08   0.91
   0.06   0.97
   0.75   0.25
   0.77   0.17
   0.10   0.88
   0.02   0.96
   0.14   0.83
   0.09   0.86
   0.22   0.74
   0.19   0.85
   0.06   1.00
   0.00   0.95
   0.00   0.98
   0.03   0.92
   0.11   0.93
   0.25   0.67
   0.17   0.86
   0.10   0.90
   0.12   0.90
   0.05   0.90
   0.03   1.01
   0.12   0.85
   0.85   0.16
   0.83   0.18
   0.07   0.89
   0.00   0.88
   0.02   1.00
   0.41   0.56
   0.70   0.29
   0.09   0.97
   0.00   1.04
   0.00   0.99
   0.00   1.00
   0.00   0.92
   0.01   1.04
   0.16   0.87
   0.21   0.91
   0.15   0.86
   0.03   0.95
   0.05   1.00
   0.03   0.97
   0.16   0.88
   0.83   0.24
   0.68   0.34
   0.13   0.85
   0.01   1.07
   0.02   0.87
   0.88   0.04
   0.96   0.02
   0.79   0.26
   0.17   0.85
   0.01   0.93
   0.00   1.02
   0.00   1.01
   0.03   0.89
   0.42   0.62
   1.01   0.07
   0.83   0.13
   0.27   0.71
   0.12   0.82
   0.10   0.92
   0.29   0.61
   0.89   0.12
   0.83   0.10
   0.83   0.28
   0.06   0.98
   0.04   0.96
   0.94   0.06
   0.97   0.05
   0.94   0.04
   0.59   0.36
   0.07   0.93
   0.00   1.00
   0.00   0.94
   0.05   1.01
   0.87   0.17
   1.07   0.01
   1.02   0.01
   0.83   0.14
   0.98   0.05
   0.87   0.10
   0.96   0.05
   0.99   0.00
   0.98   0.00
   0.94   0.05
   0.11   0.93
   0.00   1.02
   0.06   0.97
   0.29   0.76
   0.92   0.05
   0.87   0.12
   0.10   0.96
   0.00   1.02
   0.00   1.05
   0.08   0.90
   0.58   0.40
   0.94   0.08
   0.85   0.08
   0.82   0.20
   0.78   0.19
   0.83   0.12
   1.00   0.07
   1.00   0.04
   1.02   0.01
   0.92   0.05
   0.42   0.58
   0.12   0.89
   0.02   0.97
   0.05   0.91
   0.75   0.24
   0.78   0.20
   0.06   0.95
   0.00   1.09
   0.00   0.99
   0.00   0.97
   0.06   0.92
   0.16   0.81
   0.27   0.66
   0.20   0.84
   0.05   1.02
   0.13   0.96
   0.27   0.71
   0.71   0.27
   0.92   0.11
   0.90   0.12
   0.83   0.19
   0.78   0.22
   0.70   0.24
   0.58   0.42
   0.58   0.36
   0.12   0.89
   0.02   1.06
   0.00   0.96
   0.00   0.95
   0.00   1.06
   0.03   1.01
   0.04   0.99
   0.09   0.97
   0.07   0.84
   0.13   0.88
   0.16   0.76
   0.07   0.96
   0.28   0.69
   0.23   0.75
   0.54   0.42
   0.87   0.12
   0.93   0.06
   0.94   0.08
   0.91   0.04
   0.81   0.18
   0.06   0.86
   0.00   1.03
   0.00   1.00
   0.00   0.96
   0.06   1.00
   0.28   0.72
   0.72   0.21
   0.68   0.32
   0.58   0.46
   0.78   0.15
   0.77   0.19
   0.07   0.99
   0.01   1.00
   0.35   0.67
   0.69   0.33
   0.89   0.12
   0.85   0.09
   0.93   0.01
   1.05   0.01
   1.01   0.03
   0.82   0.22
   0.16   0.81
   0.00   0.94
   0.00   1.00
   0.74   0.28
   0.93   0.13
   0.96   0.04
   0.98   0.04
   0.83   0.17
   0.91   0.19
   0.76   0.24
   0.13   0.89
   0.02   0.99
   0.68   0.31
   0.80   0.16
   0.70   0.28
   0.77   0.21
   0.75   0.25
   0.86   0.14
   0.80   0.11
   0.85   0.16
   0.13   0.88
   0.01   0.99
   0.01   0.92
   0.75   0.16
   1.04   0.05
   0.89   0.10
   0.84   0.17
   0.16   0.81
   0.15   0.90
   0.04   0.99
   0.01   0.95
   0.02   0.93
   0.84   0.16
   0.82   0.16
   0.14   0.80
   0.11   0.81
   0.08   0.85
   0.09   0.93
   0.07   1.01
   0.05   0.89
   0.05   0.92
   0.12   0.89
   0.11   0.90
   0.15   0.84
   0.14   0.84
   0.18   0.88
   0.14   0.89
   0.04   0.97
   0.00   1.05
   0.00   1.04
   0.00   1.02
   0.06   0.96
   0.91   0.09
   0.90   0.12
   0.18   0.81
   0.02   0.97
   0.00   1.02
   0.01   0.99
   0.01   1.06
   0.00   1.03
   0.01   1.06
   0.01   1.06
   0.03   0.94
   0.00   1.01
   0.09   0.86
   0.16   0.82
   0.13   0.84
   0.36   0.63
   0.09   0.85
   0.00   0.95
   0.01   0.99
   0.30   0.73
   1.01   0.08
   0.83   0.13
   0.09   0.83
   0.01   0.99
   0.00   0.97
   0.02   0.98
   0.05   0.94
   0.01   1.11
   0.00   0.98
   0.00   1.05
   0.00   0.96
   0.14   0.85
   0.96   0.10
   1.02   0.01
   0.87   0.03
   0.93   0.05
   0.88   0.09
   0.45   0.49
   0.20   0.89
   0.82   0.18
   1.03   0.03
   0.66   0.21
   0.02   1.00
   0.11   0.95
   0.22   0.79
   0.24   0.73
   0.22   0.75
   0.03   1.00
   0.01   0.98
   0.04   0.98
   0.00   1.02
   0.02   0.91
   0.88   0.10
   0.96   0.02
   1.00   0.00
   1.06   0.00
   1.01   0.01
   1.02   0.09
   0.68   0.34
   0.59   0.37
   0.73   0.28
   0.28   0.63
   0.09   0.97
   0.87   0.15
   1.00   0.03
   1.00   0.02
   1.04   0.05
   0.23   0.84
   0.07   0.93
   0.10   0.88
   0.00   0.97
   0.03   0.96
   0.91   0.18
   0.93   0.05
   0.98   0.00
   1.04   0.00
   1.04   0.00
   0.93   0.04
   0.15   0.80
   0.04   0.94
   0.05   0.93
   0.14   0.83
   0.76   0.33
   1.01   0.01
   1.02   0.00
   1.02   0.00
   0.88   0.07
   0.20   0.74
   0.12   0.95
   0.05   0.90
   0.00   1.05
   0.25   0.82
   0.88   0.04
   1.01   0.01
   0.90   0.00
   0.99   0.00
   0.98   0.00
   0.99   0.01
   0.38   0.54
   0.12   0.96
   0.14   0.87
   0.34   0.51
   1.00   0.02
   1.09   0.00
   1.08   0.00
   1.04   0.00
   0.92   0.03
   0.85   0.14
   0.75   0.26
   0.12   0.86
   0.01   0.97
   0.37   0.66
   0.94   0.06
   0.97   0.01
   1.08   0.00
   0.97   0.00
   1.01   0.00
   1.04   0.00
   0.95   0.02
   0.92   0.04
   0.71   0.23
   0.82   0.13
   1.00   0.01
   1.06   0.00
   1.08   0.00
   1.00   0.00
   1.02   0.00
   1.06   0.00
   0.84   0.19
   0.10   0.91
   0.01   1.10
   0.27   0.74
   0.93   0.10
   0.97   0.00
   0.99   0.00
   1.04   0.00
   1.07   0.00
   0.95   0.00
   1.03   0.02
   0.97   0.03
   0.87   0.14
   0.87   0.13
   0.85   0.15
   0.97   0.05
   1.03   0.00
   1.01   0.00
   0.96   0.00
   0.91   0.07
   0.18   0.77
   0.01   0.99
   0.00   0.93
   0.92   0.12
   0.94   0.00
   1.01   0.00
   1.02   0.00
   0.94   0.03
   0.77   0.17
   0.26   0.72
   0.27   0.69
   0.86   0.10
   0.97   0.01
   0.99   0.05
   0.83   0.14
   0.88   0.06
   0.96   0.11
   0.93   0.03
   0.82   0.21
   0.17   0.84
   0.04   0.97
   0.02   1.05
   0.06   0.93
   0.55   0.41
   0.93   0.09
   0.89   0.10
   0.93   0.09
   0.22   0.80
   0.06   0.84
   0.04   0.98
   0.08   0.95
   0.76   0.23
   0.73   0.28
   0.14   0.85
   0.13   0.81
   0.89   0.05
   0.93   0.10
   0.91   0.09
   0.18   0.81
   0.01   1.01
   0.00   1.00
   0.00   1.07
   0.07   0.88
   0.09   0.96
   0.35   0.63
   0.33   0.68
   0.18   0.82
   0.04   0.95
   0.00   1.01
   0.00   1.02
   0.02   0.87
   0.18   0.86
   0.16   0.82
   0.02   1.07
   0.02   1.00
   0.63   0.29
   0.98   0.05
   0.88   0.05
   0.10   0.87
   0.00   0.96
   0.00   1.03
   0.00   1.01
   0.00   0.91
   0.00   0.98
   0.02   1.08
   0.21   0.83
   0.21   0.82
   0.19   0.81
   0.03   1.00
   0.00   1.01
   0.00   1.01
   0.04   1.00
   0.02   1.01
   0.01   1.07
   0.05   1.01
   0.17   0.84
   0.96   0.08
   0.80   0.15
   0.25   0.67
   0.03   0.93
   0.01   0.98
   0.00   0.99
   0.00   1.09
   0.00   1.08
   0.38   0.61
   0.95   0.09
   0.99   0.06
   0.73   0.24
   0.13   0.80
   0.02   1.04
   0.24   0.79
   0.67   0.30
   0.44   0.51
   0.37   0.65
   0.07   0.94
   0.17   0.90
   0.80   0.13
   0.80   0.18
   0.94   0.17
   0.86   0.14
   0.49   0.54
   0.02   0.97
   0.00   1.06
   0.02   0.95
   0.77   0.31
   0.99   0.01
   0.99   0.00
   0.96   0.02
   0.66   0.39
   0.21   0.70
   0.62   0.43
   0.97   0.04
   0.96   0.05
   0.86   0.10
   0.11   0.82
   0.00   0.97
   0.03   0.91
   0.14   0.94
   0.85   0.08
   0.97   0.04
   0.51   0.51
   0.02   0.92
   0.00   1.08
   0.03   1.07
   0.32   0.70
   0.83   0.07
   1.04   0.00
   1.02   0.04
   0.40   0.62
   0.15   0.87
   0.14   0.79
   0.21   0.81
   0.60   0.33
   0.63   0.32
   0.11   0.92
   0.00   1.10
   0.00   0.98
   0.05   0.98
   0.69   0.33
   0.84   0.11
   0.13   0.87
   0.00   1.02
   0.00   1.02
   0.00   0.95
   0.07   0.91
   0.71   0.25
   0.90   0.02
   0.78   0.12
   0.16   0.95
   0.00   1.04
   0.02   1.02
   0.09   0.98
   0.13   0.94
   0.12   0.85
   0.06   0.94
   0.01   1.02
   0.01   0.96
   0.08   0.88
   0.23   0.79
   0.06   0.92
   0.01   1.11
   0.00   0.98
   0.00   0.97
   0.00   1.08
   0.00   1.03
   0.19   0.70
   0.69   0.25
   0.97   0.07
   0.54   0.52
   0.12   0.94
   0.00   1.07
   0.00   1.00
   0.01   1.10
   0.03   0.94
   0.15   0.89
   0.08   0.91
   0.14   0.84
   0.58   0.41
   0.44   0.54
   0.07   0.97
   0.02   1.00
   0.00   1.00
   0.00   1.04
   0.00   1.04
   0.02   0.97
   0.21   0.74
   0.84   0.12
   1.04   0.02
   1.00   0.04
   0.86   0.16
   0.02   1.02
   0.00   0.94
   0.04   1.05
   0.03   1.03
   0.07   0.98
   0.19   0.76
   0.65   0.35
   0.85   0.10
   0.89   0.08
   0.94   0.13
   0.62   0.37
   0.04   0.98
   0.00   1.03
   0.70   0.32
   0.79   0.27
   0.87   0.16
   0.99   0.01
   1.02   0.01
   0.92   0.05
   0.86   0.11
   0.07   0.90
   0.00   1.02
   0.15   0.79
   0.10   0.90
   0.06   1.00
   0.11   0.87
   0.46   0.51
   0.92   0.11
   0.98   0.08
   0.87   0.10
   0.50   0.48
   0.18   0.84
   0.25   0.67
   0.99   0.07
   0.78   0.23
   0.84   0.16
   0.68   0.32
   0.38   0.64
   0.18   0.81
   0.07   0.88
   0.01   1.03
   0.03   1.02
   0.61   0.35
   0.54   0.56
   0.04   1.03
   0.00   0.95
   0.01   0.99
   0.28   0.71
   0.14   0.94
   0.03   0.95
   0.32   0.71
   0.70   0.31
   0.87   0.12
   0.32   0.60
   0.12   0.97
   0.06   0.91
   0.01   0.96
   0.01   0.89
   0.00   0.98
   0.00   0.99
   0.00   1.02
   0.11   0.87
   0.89   0.15
   0.81   0.19
   0.08   1.01
   0.00   1.19
   0.00   1.03
   0.01   0.95
   0.00   0.98
   0.00   1.13
   0.08   0.93
   0.14   0.83
   0.53   0.44
   0.02   1.01
   0.00   1.04
   0.06   0.89
   0.07   0.87
   0.58   0.40
   0.09   0.89
   0.00   1.07
   0.00   1.03
   0.14   0.87
   0.89   0.09
   0.88   0.11
   0.13   0.87
   0.00   0.96
   0.00   0.95
   0.01   1.01
   0.00   1.09
   0.00   0.99
   0.00   0.98
   0.04   0.94
   0.07   0.85
   0.02   1.04
   0.26   0.77
   0.79   0.15
   1.00   0.10
   1.01   0.03
   0.86   0.11
   0.33   0.61
   0.05   0.96
   0.12   0.93
   0.69   0.27
   0.73   0.26
   0.05   1.00
   0.03   0.85
   0.16   0.90
   0.44   0.62
   0.22   0.75
   0.14   0.87
   0.13   0.86
   0.22   0.73
   0.07   0.98
   0.02   1.09
   0.13   0.89
   0.50   0.51
   0.96   0.00
   1.01   0.00
   0.97   0.02
   0.89   0.15
   0.12   0.82
   0.02   0.94
   0.07   0.95
   0.19   0.86
   0.06   0.89
   0.81   0.21
   0.94   0.05
   1.06   0.01
   0.93   0.04
   0.79   0.14
   0.82   0.16
   0.84   0.14
   0.10   0.93
   0.08   0.93
   0.13   0.75
   0.28   0.74
   0.99   0.02
   1.03   0.00
   1.13   0.00
   0.98   0.04
   0.20   0.75
   0.00   0.99
   0.00   1.02
   0.09   0.89
   0.40   0.48
   1.02   0.02
   1.00   0.00
   0.96   0.02
   0.31   0.62
   0.22   0.75
   0.92   0.12
   0.76   0.28
   0.11   0.89
   0.52   0.49
   0.83   0.14
   0.75   0.20
   0.98   0.01
   0.98   0.00
   0.92   0.00
   1.03   0.00
   0.74   0.22
   0.09   0.92
   0.10   0.87
   0.50   0.38
   0.86   0.15
   1.06   0.00
   1.09   0.00
   1.00   0.03
   0.45   0.46
   0.32   0.63
   0.90   0.04
   0.70   0.28
   0.09   0.87
   0.74   0.26
   0.99   0.02
   0.95   0.02
   1.07   0.00
   1.01   0.00
   1.05   0.00
   0.97   0.00
   0.81   0.11
   0.57   0.26
   0.60   0.43
   0.89   0.16
   0.96   0.10
   1.05   0.00
   1.11   0.00
   1.00   0.00
   1.07   0.00
   1.03   0.02
   1.06   0.02
   0.25   0.66
   0.10   0.93
   0.68   0.31
   0.95   0.01
   1.01   0.00
   1.04   0.00
   1.02   0.00
   1.02   0.00
   0.93   0.02
   0.62   0.33
   0.71   0.25
   1.01   0.02
   0.99   0.00
   0.99   0.01
   0.99   0.00
   0.95   0.00
   1.03   0.00
   0.97   0.02
   0.90   0.08
   0.58   0.31
   0.04   0.95
   0.12   0.95
   0.75   0.14
   0.93   0.03
   1.01   0.00
   0.99   0.00
   0.96   0.03
   0.87   0.05
   0.60   0.37
   0.05   0.91
   0.16   0.80
   0.73   0.21
   0.88   0.11
   1.05   0.15
   1.06   0.00
   1.06   0.00
   0.78   0.24
   0.32   0.60
   0.11   0.90
   0.19   0.82
   0.09   0.88
   0.17   0.85
   0.24   0.69
   0.96   0.08
   0.92   0.02
   0.85   0.19
   0.42   0.54
   0.33   0.65
   0.22   0.77
   0.04   0.99
   0.03   1.01
   0.04   0.95
   0.06   0.95
   0.13   0.83
   0.82   0.17
   0.96   0.05
   0.82   0.20
   0.11   0.94
   0.00   1.00
   0.00   0.93
   0.00   1.08
   0.02   1.05
   0.04   0.95
   0.76   0.21
   0.99   0.07
   0.91   0.15
   0.65   0.40
   0.24   0.78
   0.09   0.93
   0.07   0.91
   0.00   1.11
   0.00   1.03
   0.00   1.02
   0.07   0.96
   0.79   0.20
   0.88   0.09
   0.73   0.22
   0.09   0.89
   0.00   1.04
   0.00   1.02
   0.00   0.94
   0.01   0.93
   0.01   1.05
   0.19   0.75
   0.86   0.07
   0.95   0.06
   0.83   0.15
   0.19   0.73
   0.10   0.80
   0.09   0.92
   0.00   1.11
   0.02   1.00
   0.12   0.90
   0.61   0.30
   0.95   0.13
   0.91   0.07
   0.27   0.69
   0.05   0.95
   0.02   0.93
   0.01   0.99
   0.00   0.96
   0.01   1.00
   0.00   1.00
   0.10   0.84
   0.94   0.08
   1.00   0.00
   0.93   0.06
   0.15   0.91
   0.02   0.97
   0.06   0.93
   0.41   0.60
   0.61   0.31
   0.88   0.20
   0.78   0.24
   0.77   0.23
   0.86   0.18
   0.20   0.73
   0.41   0.64
   0.86   0.18
   0.96   0.10
   0.12   0.92
   0.00   0.94
   0.00   1.03
   0.11   0.95
   0.86   0.13
   0.95   0.00
   0.94   0.06
   0.27   0.78
   0.01   1.04
   0.16   0.88
   0.94   0.10
   1.05   0.00
   0.94   0.05
   0.20   0.79
   0.04   0.94
   0.10   0.87
   0.14   0.77
   0.76   0.19
   1.04   0.01
   0.78   0.14
   0.02   1.00
   0.00   0.96
   0.00   1.02
   0.10   0.85
   0.82   0.13
   1.05   0.00
   0.85   0.09
   0.18   0.83
   0.01   1.02
   0.06   0.95
   0.25   0.72
   0.63   0.36
   0.76   0.24
   0.19   0.87
   0.00   0.97
   0.00   0.97
   0.14   0.80
   0.57   0.37
   0.72   0.20
   0.26   0.72
   0.00   1.01
   0.00   0.96
   0.00   1.02
   0.03   1.08
   0.54   0.39
   1.06   0.03
   1.04   0.03
   0.42   0.58
   0.03   1.05
   0.02   1.01
   0.01   1.03
   0.08   0.89
   0.23   0.74
   0.03   0.95
   0.00   0.95
   0.00   1.06
   0.01   0.94
   0.06   1.04
   0.05   1.03
   0.00   1.03
   0.00   0.90
   0.00   1.06
   0.00   0.96
   0.00   1.04
   0.13   0.88
   0.86   0.08
   1.07   0.00
   0.86   0.14
   0.15   0.93
   0.01   1.05
   0.00   0.90
   0.00   0.98
   0.03   0.99
   0.00   1.10
   0.00   1.01
   0.01   1.00
   0.01   1.06
   0.06   0.90
   0.08   0.87
   0.07   0.97
   0.00   1.07
   0.00   0.94
   0.00   0.94
   0.00   1.01
   0.15   0.82
   0.91   0.09
   1.02   0.00
   1.01   0.01
   0.68   0.23
   0.05   0.94
   0.00   1.12
   0.00   1.03
   0.00   1.05
   0.00   0.99
   0.00   1.01
   0.08   0.88
   0.29   0.70
   0.96   0.09
   0.99   0.09
   0.86   0.10
   0.04   0.91
   0.00   0.99
   0.09   0.90
   0.07   0.97
   0.34   0.67
   0.96   0.04
   1.03   0.02
   0.91   0.10
   0.90   0.19
   0.04   0.89
   0.00   1.06
   0.00   1.01
   0.00   0.98
   0.00   0.98
   0.00   0.99
   0.12   0.85
   0.77   0.15
   0.99   0.04
   0.79   0.15
   0.72   0.16
   0.24   0.78
   0.11   0.88
   0.64   0.25
   0.12   0.89
   0.09   0.90
   0.14   0.76
   0.14   0.83
   0.31   0.64
   0.16   0.89
   0.00   1.01
   0.01   1.02
   0.09   0.90
   0.04   0.98
   0.00   0.95
   0.00   1.13
   0.08   0.89
   0.86   0.19
   0.47   0.47
   0.10   0.97
   0.51   0.50
   0.91   0.10
   0.87   0.11
   0.70   0.27
   0.09   0.86
   0.05   0.90
   0.00   0.98
   0.00   1.06
   0.00   1.00
   0.00   1.04
   0.00   0.99
   0.08   0.86
   0.62   0.34
   0.46   0.54
   0.09   0.98
   0.00   1.15
   0.00   1.13
   0.02   0.95
   0.01   0.99
   0.07   0.95
   0.67   0.39
   0.94   0.05
   0.90   0.08
   0.26   0.70
   0.05   1.05
   0.06   0.99
   0.02   1.05
   0.22   0.83
   0.07   0.90
   0.00   1.04
   0.00   0.98
   0.03   0.95
   0.61   0.39
   1.03   0.03
   0.61   0.39
   0.01   1.00
   0.01   0.96
   0.04   0.97
   0.01   1.00
   0.02   1.03
   0.04   0.91
   0.67   0.26
   0.83   0.22
   0.05   0.92
   0.01   0.98
   0.04   0.92
   0.26   0.62
   0.63   0.27
   0.51   0.58
   0.07   0.94
   0.00   0.99
   0.00   0.98
   0.44   0.50
   0.72   0.33
   0.45   0.58
   0.01   1.01
   0.26   0.70
   0.84   0.12
   0.64   0.36
   0.45   0.63
   0.13   0.92
   0.73   0.26
   0.70   0.22
   0.27   0.78
   0.02   1.03
   0.10   0.92
   0.68   0.27
   0.99   0.09
   0.75   0.23
   0.33   0.66
   0.00   0.99
   0.00   1.00
   0.02   0.92
   0.04   0.90
   0.03   0.98
   0.30   0.70
   0.74   0.20
   0.92   0.07
   0.89   0.13
   0.90   0.12
   0.83   0.19
   1.00   0.02
   0.81   0.17
   0.73   0.25
   0.13   0.92
   0.16   0.82
   0.92   0.09
   0.92   0.00
   0.95   0.03
   0.61   0.33
   0.05   0.90
   0.00   0.97
   0.00   0.95
   0.00   0.94
   0.08   0.93
   0.68   0.29
   0.90   0.14
   0.81   0.21
   0.20   0.95
   0.26   0.80
   0.96   0.09
   1.00   0.00
   0.99   0.02
   0.94   0.03
   0.49   0.46
   0.25   0.83
   0.93   0.11
   1.11   0.00
   1.07   0.00
   0.85   0.16
   0.47   0.48
   0.01   1.09
   0.00   1.00
   0.01   1.01
   0.04   0.92
   0.74   0.18
   0.87   0.08
   0.83   0.11
   0.20   0.84
   0.24   0.77
   0.89   0.06
   1.05   0.01
   0.94   0.08
   1.05   0.00
   0.85   0.09
   0.80   0.18
   0.93   0.00
   1.03   0.00
   0.96   0.00
   1.03   0.00
   0.50   0.46
   0.10   0.90
   0.25   0.75
   0.17   0.71
   0.28   0.64
   1.00   0.05
   1.01   0.03
   0.91   0.07
   0.89   0.09
   0.97   0.04
   0.95   0.00
   0.82   0.10
   0.90   0.14
   0.94   0.05
   1.10   0.00
   1.04   0.00
   1.04   0.00
   0.97   0.00
   1.07   0.00
   1.08   0.00
   0.10   0.86
   0.14   0.90
   1.00   0.06
   0.91   0.02
   1.11   0.01
   1.05   0.00
   1.01   0.00
   0.82   0.12
   0.82   0.12
   0.89   0.09
   0.90   0.11
   0.82   0.19
   0.75   0.26
   0.11   0.82
   0.37   0.63
   0.84   0.11
   1.02   0.01
   1.07   0.00
   1.02   0.00
   0.90   0.06
   0.16   0.80
   0.10   0.87
   0.86   0.15
   0.91   0.09
   0.87   0.09
   0.97   0.05
   0.80   0.16
   0.25   0.71
   0.01   1.01
   0.06   0.88
   0.13   0.86
   0.07   0.88
   0.16   0.80
   0.04   1.00
   0.13   0.87
   0.32   0.73
   0.72   0.25
   0.96   0.04
   0.89   0.11
   1.01   0.04
   0.30   0.66
   0.02   0.90
   0.05   0.93
   0.08   0.87
   0.08   0.82
   0.12   0.90
   0.15   0.82
   0.14   0.88
   0.03   0.99
   0.04   0.99
   0.06   0.82
   0.09   0.84
   0.09   0.97
   0.61   0.31
   0.51   0.39
   0.53   0.44
   0.80   0.15
   1.01   0.01
   0.89   0.09
   0.88   0.07
   0.72   0.28
   0.05   0.97
   0.02   0.98
   0.16   0.77
   0.05   1.00
   0.13   0.93
   0.15   0.83
   0.07   0.89
   0.03   0.93
   0.06   0.97
   0.15   0.81
   0.39   0.65
   0.64   0.33
   0.56   0.35
   0.78   0.25
   1.02   0.02
   1.12   0.00
   1.04   0.00
   0.98   0.05
   0.91   0.11
   0.76   0.22
   0.04   1.01
   0.16   0.75
   0.89   0.12
   0.91   0.05
   0.97   0.10
   0.73   0.25
   0.07   1.05
   0.01   1.00
   0.02   1.05
   0.02   1.05
   0.13   0.79
   0.47   0.51
   0.05   0.97
   0.45   0.62
   0.98   0.02
   0.99   0.00
   1.09   0.00
   0.86   0.18
   0.26   0.74
   0.21   0.70
   0.60   0.40
   0.71   0.21
   0.97   0.02
   0.97   0.07
   0.88   0.14
   0.79   0.18
   0.05   0.93
   0.46   0.51
   0.75   0.25
   0.36   0.70
   0.01   0.98
   0.01   0.95
   0.00   1.02
   0.32   0.68
   0.95   0.03
   0.98   0.00
   1.03   0.02
   0.74   0.22
   0.36   0.66
   0.29   0.71
   0.98   0.02
   0.98   0.00
   0.95   0.08
   0.20   0.78
   0.10   0.86
   0.05   1.00
   0.11   0.97
   0.86   0.16
   0.96   0.09
   0.55   0.49
   0.01   0.98
   0.00   1.03
   0.02   0.92
   0.35   0.68
   0.85   0.14
   0.98   0.00
   1.12   0.00
   0.81   0.14
   0.76   0.27
   0.67   0.33
   0.81   0.06
   0.94   0.01
   0.96   0.08
   0.13   0.88
   0.00   1.04
   0.00   1.01
   0.14   0.87
   0.87   0.12
   0.68   0.19
   0.09   0.99
   0.00   0.98
   0.00   1.03
   0.01   1.03
   0.07   0.94
   0.17   0.79
   0.98   0.12
   1.04   0.00
   0.98   0.06
   0.52   0.46
   0.40   0.66
   0.55   0.44
   0.59   0.33
   0.88   0.17
   0.06   0.85
   0.00   1.06
   0.00   0.97
   0.00   0.96
   0.03   0.94
   0.05   0.94
   0.01   1.04
   0.00   1.06
   0.00   1.01
   0.00   0.99
   0.00   1.04
   0.08   0.91
   0.88   0.14
   1.05   0.00
   1.01   0.04
   0.22   0.80
   0.08   0.91
   0.18   0.83
   0.15   0.92
   0.19   0.73
   0.00   0.94
   0.00   1.07
   0.00   1.01
   0.01   1.05
   0.04   0.93
   0.02   1.05
   0.04   1.01
   0.00   0.98
   0.00   1.02
   0.00   1.00
   0.00   0.98
   0.10   0.83
   0.90   0.13
   0.98   0.02
   0.95   0.07
   0.47   0.43
   0.05   0.97
   0.02   1.00
   0.03   0.93
   0.01   1.08
   0.00   1.06
   0.00   1.02
   0.00   1.02
   0.16   0.85
   0.83   0.11
   0.98   0.06
   0.79   0.12
   0.05   1.02
   0.00   1.02
   0.03   0.90
   0.01   0.90
   0.12   0.77
   0.65   0.28
   0.84   0.22
   0.32   0.68
   0.11   0.96
   0.01   0.93
