   Vol_A   Vol_B
   0.69   0.28
   0.06   0.97
   0.05   0.94
   0.74   0.19
   0.93   0.01
   1.02   0.00
   0.96   0.02
   0.63   0.30
   0.08   0.91
   0.08   0.89
   0.41   0.54
   0.92   0.06
   0.96   0.03
   0.92   0.09
   0.87   0.18
   0.30   0.65
   0.33   0.59
   0.97   0.00
   1.00   0.00
   0.98   0.00
   0.80   0.20
   0.02   1.00
   0.04   1.00
   0.86   0.16
   0.97   0.09
   0.77   0.18
   0.32   0.64
   0.10   0.81
   0.06   0.92
   0.18   0.74
   0.77   0.17
   0.96   0.08
   0.99   0.04
   1.06   0.01
   0.92   0.06
   0.99   0.04
   0.91   0.09
   1.01   0.01
   1.02   0.00
   1.10   0.00
   0.89   0.08
   0.04   0.93
   0.02   1.04
   0.78   0.25
   0.50   0.49
   0.05   0.96
   0.01   1.07
   0.17   0.85
   0.80   0.16
   0.97   0.05
   0.96   0.02
   0.83   0.17
   0.69   0.28
   0.81   0.18
   0.65   0.40
   0.66   0.34
   0.95   0.01
   1.04   0.00
   0.99   0.00
   1.04   0.00
   0.85   0.13
   0.34   0.61
   0.13   0.92
   0.83   0.10
   0.92   0.19
   0.12   0.88
   0.13   0.87
   0.70   0.28
   0.92   0.05
   1.09   0.02
   1.08   0.00
   0.81   0.14
   0.21   0.72
   0.02   0.99
   0.04   0.95
   0.12   0.89
   0.83   0.06
   1.08   0.00
   1.05   0.03
   0.91   0.04
   0.75   0.21
   0.89   0.12
   0.69   0.22
   1.03   0.01
   0.86   0.11
   0.09   0.90
   0.29   0.76
   0.89   0.10
   0.93   0.07
   0.96   0.02
   1.03   0.00
   0.97   0.05
   0.28   0.72
   0.00   1.01
   0.05   0.97
   0.22   0.80
   0.94   0.04
   1.08   0.01
   0.19   0.80
   0.14   0.79
   0.73   0.23
   0.93   0.03
   0.93   0.12
   1.03   0.02
   0.80   0.15
   0.15   0.91
   0.14   0.81
   0.88   0.10
   0.93   0.09
   0.94   0.01
   1.02   0.00
   1.03   0.01
   0.68   0.28
   0.12   0.83
   0.85   0.22
   0.81   0.13
   0.99   0.01
   0.89   0.01
   0.15   0.82
   0.07   0.91
   0.78   0.20
   1.05   0.00
   0.97   0.02
   1.05   0.03
   0.83   0.13
   0.24   0.67
   0.03   0.98
   0.05   1.07
   0.78   0.27
   0.98   0.05
   0.99   0.02
   1.01   0.01
   0.84   0.09
   0.83   0.13
   0.86   0.09
   0.75   0.13
   0.97   0.03
   0.95   0.03
   0.23   0.78
   0.13   0.89
   0.98   0.03
   0.80   0.16
   0.63   0.35
   0.26   0.72
   0.11   0.87
   0.06   0.87
   0.09   0.92
   0.00   0.95
   0.05   0.99
   0.68   0.30
   1.08   0.03
   1.09   0.00
   1.03   0.01
   0.56   0.41
   0.04   1.00
   0.02   0.99
   0.51   0.43
   0.93   0.05
   0.91   0.09
   0.69   0.27
   0.70   0.26
   0.11   0.92
   0.02   0.91
   0.03   0.97
   0.04   0.94
   0.03   0.95
   0.12   0.90
   0.02   0.95
   0.03   1.04
   0.48   0.41
   0.91   0.05
   1.05   0.00
   1.06   0.02
   0.78   0.25
   0.13   0.78
   0.08   0.76
   0.11   0.89
   0.57   0.37
   0.82   0.11
   0.68   0.37
   0.04   0.96
   0.01   1.02
   0.02   0.97
   0.01   1.04
   0.00   1.02
   0.01   1.03
   0.09   0.88
   0.05   1.03
   0.30   0.63
   0.88   0.06
   1.05   0.01
   0.99   0.01
   0.94   0.04
   0.90   0.10
   0.91   0.04
   0.75   0.20
   0.09   1.01
   0.05   0.97
   0.04   1.06
   0.05   0.99
   0.01   1.06
   0.03   0.99
   0.01   1.01
   0.01   0.95
   0.02   0.94
   0.24   0.77
   0.86   0.18
   0.82   0.18
   1.02   0.03
   0.92   0.01
   1.04   0.11
   0.69   0.29
   0.76   0.22
   0.90   0.16
   0.97   0.00
   0.90   0.18
   0.12   0.85
   0.03   1.09
   0.02   0.90
   0.00   1.06
   0.01   1.08
   0.01   1.06
   0.00   1.12
   0.00   1.02
   0.07   1.01
   0.66   0.28
   1.01   0.06
   0.90   0.06
   1.02   0.01
   0.89   0.09
   0.18   0.87
   0.06   0.92
   0.24   0.72
   0.94   0.08
   1.10   0.00
   1.03   0.00
   0.93   0.09
   0.59   0.47
   0.19   0.84
   0.03   0.90
   0.01   0.87
   0.00   0.96
   0.01   1.04
   0.01   0.97
   0.01   1.04
   0.03   0.95
   0.06   0.93
   0.18   0.83
   0.67   0.27
   0.73   0.22
   0.10   0.89
   0.01   1.06
   0.12   0.83
   0.96   0.10
   0.95   0.05
   0.95   0.06
   0.81   0.07
   0.66   0.31
   0.06   0.84
   0.03   0.99
   0.09   1.01
   0.08   0.91
   0.27   0.73
   0.33   0.67
   0.08   0.88
   0.03   0.97
   0.03   0.97
   0.01   1.01
   0.10   0.89
   0.13   0.85
   0.25   0.80
   0.04   0.96
   0.09   0.89
   0.23   0.70
   0.17   0.71
   0.16   0.78
   0.06   0.97
   0.03   0.96
   0.00   1.01
   0.05   0.91
   0.13   0.84
   0.23   0.73
   0.98   0.05
   0.99   0.02
   0.95   0.05
   0.94   0.02
   0.82   0.20
   0.36   0.61
   0.15   0.87
   0.28   0.76
   0.63   0.42
   0.66   0.20
   0.57   0.38
   0.10   0.93
   0.07   0.89
   0.01   1.04
   0.00   1.01
   0.00   1.04
   0.00   1.00
   0.05   0.93
   0.51   0.39
   0.31   0.70
   0.42   0.48
   0.88   0.04
   0.97   0.00
   1.00   0.00
   1.03   0.01
   1.00   0.06
   0.82   0.08
   0.90   0.02
   0.96   0.02
   0.96   0.08
   0.36   0.72
   0.01   0.97
   0.01   1.07
   0.00   1.07
   0.00   1.09
   0.00   0.98
   0.00   1.05
   0.05   1.01
   0.57   0.38
   0.28   0.68
   0.40   0.62
   0.91   0.07
   0.93   0.00
   1.03   0.00
   0.96   0.00
   1.00   0.00
   0.95   0.02
   0.70   0.28
   1.00   0.06
   0.56   0.30
   0.07   0.94
   0.00   1.00
   0.00   0.90
   0.00   1.04
   0.00   1.10
   0.00   1.01
   0.00   1.00
   0.08   1.01
   0.04   0.95
   0.06   0.88
   0.24   0.68
   0.63   0.40
   0.90   0.10
   0.99   0.02
   1.07   0.00
   1.01   0.00
   0.90   0.10
   0.09   0.85
   0.67   0.30
   0.89   0.11
   0.07   0.84
   0.00   0.99
   0.00   0.94
   0.00   1.07
   0.11   0.87
   0.13   0.82
   0.00   1.08
   0.02   0.92
   0.08   0.97
   0.00   1.14
   0.02   0.99
   0.18   0.70
   0.43   0.62
   0.80   0.18
   0.93   0.00
   1.06   0.00
   0.93   0.08
   0.31   0.66
   0.65   0.37
   0.79   0.19
   0.07   0.92
   0.00   1.00
   0.00   1.08
   0.04   0.94
   0.97   0.08
   0.67   0.31
   0.18   0.81
   0.10   0.85
   0.78   0.18
   0.07   1.00
   0.01   1.04
   0.17   0.89
   0.50   0.50
   1.01   0.08
   0.95   0.01
   1.01   0.00
   0.93   0.05
   0.78   0.09
   0.94   0.08
   1.03   0.07
   0.33   0.65
   0.12   0.93
   0.01   1.05
   0.14   0.77
   0.86   0.19
   1.07   0.02
   0.97   0.07
   0.73   0.21
   1.02   0.11
   0.10   0.85
   0.00   0.97
   0.14   0.81
   0.90   0.10
   1.00   0.01
   0.98   0.12
   0.79   0.12
   0.29   0.66
   0.52   0.35
   0.96   0.03
   0.97   0.01
   1.08   0.04
   0.85   0.08
   0.30   0.69
   0.09   0.98
   0.39   0.63
   1.01   0.03
   0.99   0.00
   1.07   0.00
   0.72   0.24
   0.05   0.98
   0.00   0.96
   0.09   0.87
   0.70   0.25
   0.76   0.23
   0.25   0.76
   0.06   0.92
   0.01   0.99
   0.16   0.82
   0.90   0.07
   1.07   0.00
   1.01   0.00
   1.07   0.01
   1.01   0.08
   0.93   0.09
   1.03   0.01
   0.99   0.00
   1.00   0.00
   1.00   0.02
   0.84   0.17
   0.06   0.96
   0.00   1.00
   0.09   0.89
   0.12   0.77
   0.02   1.01
   0.00   1.00
   0.00   1.07
   0.08   0.87
   0.37   0.57
   0.99   0.06
   0.90   0.08
   0.83   0.11
   0.91   0.10
   0.83   0.14
   0.99   0.03
   1.02   0.00
   0.99   0.00
   1.06   0.00
   1.00   0.00
   0.90   0.05
   0.26   0.68
   0.19   0.83
   0.79   0.12
   0.53   0.44
   0.02   1.03
   0.03   1.06
   0.05   0.98
   0.18   0.82
   0.37   0.55
   0.74   0.14
   0.79   0.20
   0.15   0.84
   0.00   0.99
   0.02   0.98
   0.20   0.81
   0.85   0.17
   1.04   0.00
   0.98   0.02
   1.05   0.03
   0.92   0.02
   0.87   0.22
   0.82   0.22
   0.90   0.08
   0.56   0.39
   0.03   0.98
   0.01   0.97
   0.11   0.84
   0.08   0.94
   0.20   0.81
   0.87   0.11
   0.88   0.11
   0.24   0.68
   0.00   0.98
   0.01   1.03
   0.04   1.00
   0.62   0.27
   0.98   0.01
   0.51   0.42
   0.76   0.21
   0.90   0.08
   1.01   0.00
   1.06   0.03
   0.84   0.14
   0.34   0.66
   0.01   1.02
   0.00   1.03
   0.05   0.89
   0.18   0.84
   0.91   0.16
   1.00   0.01
   0.98   0.02
   0.90   0.09
   0.18   0.80
   0.07   0.98
   0.16   0.85
   0.88   0.13
   0.97   0.04
   0.13   0.95
   0.22   0.81
   0.88   0.10
   1.00   0.00
   1.05   0.00
   0.39   0.45
   0.12   0.89
   0.00   1.00
   0.00   0.99
   0.01   0.96
   0.24   0.74
   0.88   0.10
   1.05   0.00
   0.93   0.01
   1.06   0.02
   0.65   0.31
   0.10   0.89
   0.15   0.76
   1.02   0.05
   0.95   0.03
   0.25   0.83
   0.28   0.75
   0.94   0.01
   0.85   0.14
   0.69   0.30
   0.02   0.96
   0.00   1.06
   0.00   0.96
   0.00   1.01
   0.00   1.09
   0.09   0.86
   0.87   0.08
   1.00   0.00
   0.96   0.05
   0.69   0.32
   0.04   0.99
   0.06   1.00
   0.56   0.40
   0.95   0.04
   1.03   0.01
   1.00   0.00
   0.99   0.01
   0.78   0.30
   0.16   0.91
   0.06   0.92
   0.00   1.04
   0.00   1.06
   0.00   1.01
   0.00   1.03
   0.00   1.04
   0.09   0.89
   0.87   0.07
   0.95   0.01
   0.79   0.16
   0.19   0.82
   0.07   0.99
   0.09   0.92
   0.60   0.36
   0.92   0.08
   0.95   0.04
   1.03   0.02
   0.94   0.09
   0.07   0.96
   0.04   1.01
   0.01   1.07
   0.00   1.08
   0.00   0.99
   0.00   1.09
   0.00   0.88
   0.00   1.01
   0.10   0.86
   0.87   0.07
   1.06   0.03
   0.82   0.12
   0.13   0.84
   0.14   0.85
   0.85   0.22
   0.94   0.02
   0.82   0.16
   0.49   0.45
   0.11   0.83
   0.05   0.94
   0.60   0.36
   0.47   0.47
   0.03   1.01
   0.00   1.00
   0.00   1.07
   0.20   0.81
   0.35   0.62
   0.11   0.91
   0.32   0.69
   0.92   0.15
   0.88   0.13
   0.58   0.40
   0.05   0.92
   0.17   0.90
   0.97   0.06
   0.94   0.01
   0.85   0.11
   0.23   0.77
   0.03   1.02
   0.08   0.85
   0.89   0.12
   0.64   0.40
   0.01   0.97
   0.00   1.00
   0.09   0.90
   0.59   0.36
   0.55   0.40
   0.19   0.79
   0.70   0.22
   0.88   0.13
   0.08   0.96
   0.02   1.10
   0.08   0.92
   0.79   0.20
   1.05   0.00
   1.01   0.00
   0.94   0.05
   0.09   0.89
   0.01   1.05
   0.22   0.76
   0.39   0.51
   0.18   0.85
   0.02   0.93
   0.02   0.95
   0.01   0.96
   0.04   0.94
   0.07   1.02
   0.06   0.96
   0.81   0.17
   0.96   0.09
   0.19   0.78
   0.21   0.77
   0.68   0.29
   1.00   0.02
   1.05   0.00
   0.99   0.02
   0.88   0.17
   0.06   0.82
   0.02   1.03
   0.12   0.84
   0.14   0.80
   0.13   0.86
   0.46   0.48
   0.75   0.23
   0.39   0.65
   0.09   0.96
   0.00   0.95
   0.05   0.98
   0.72   0.26
   0.91   0.09
   0.80   0.22
   0.77   0.26
   0.90   0.08
   0.98   0.05
   0.92   0.05
   0.63   0.36
   0.16   0.87
   0.01   1.03
   0.00   1.01
   0.02   1.02
   0.03   0.97
   0.16   0.91
   0.97   0.07
   1.02   0.01
   1.05   0.04
   0.94   0.09
   0.34   0.80
   0.23   0.78
   0.99   0.07
   1.04   0.02
   0.92   0.04
   0.96   0.04
   1.01   0.03
   0.64   0.25
   0.70   0.22
   0.44   0.53
   0.13   0.84
   0.01   1.05
   0.00   1.02
   0.00   1.00
   0.02   1.01
   0.06   0.86
   0.45   0.58
   0.97   0.08
   1.02   0.00
   0.99   0.00
   0.93   0.07
   0.78   0.13
   0.96   0.07
   0.89   0.01
   1.03   0.00
   1.06   0.01
   0.70   0.24
   0.20   0.78
   0.14   0.91
   0.09   0.87
   0.11   0.90
   0.01   1.07
   0.00   0.92
   0.00   1.06
   0.02   1.01
   0.00   1.05
   0.09   0.88
   0.64   0.35
   1.02   0.00
   0.90   0.00
   0.97   0.00
   0.89   0.06
   0.48   0.51
   0.28   0.61
   0.91   0.04
   0.97   0.03
   0.40   0.58
   0.11   0.93
   0.11   0.83
   0.19   0.84
   0.14   0.83
   0.05   0.94
   0.00   0.95
   0.00   0.97
   0.00   0.94
   0.00   0.97
   0.03   0.93
   0.24   0.69
   0.67   0.28
   0.76   0.24
   1.00   0.01
   0.93   0.05
   0.08   0.95
   0.10   0.90
   0.92   0.06
   0.92   0.04
   0.22   0.72
   0.12   0.84
   0.27   0.68
   0.11   0.92
   0.10   0.85
   0.09   0.93
   0.00   0.96
   0.00   1.06
   0.05   0.94
   0.02   1.02
   0.00   1.00
   0.01   1.01
   0.05   0.91
   0.15   0.82
   0.92   0.08
   0.98   0.00
   0.70   0.21
   0.76   0.19
   1.03   0.00
   0.84   0.08
   0.13   0.89
   0.04   0.93
   0.17   0.87
   0.23   0.78
   0.84   0.15
   0.56   0.42
   0.06   0.95
   0.03   1.03
   0.82   0.12
   0.15   0.71
   0.08   0.83
   0.03   1.00
   0.06   0.97
   0.19   0.82
   0.39   0.50
   0.99   0.05
   0.97   0.05
   1.03   0.02
   1.02   0.01
   0.94   0.02
   0.53   0.40
   0.24   0.76
   0.04   0.90
   0.16   0.85
   0.98   0.05
   0.99   0.04
   0.67   0.24
   0.52   0.44
   0.81   0.08
   0.23   0.69
   0.15   0.87
   0.28   0.70
   0.96   0.13
   0.86   0.12
   0.28   0.70
   0.56   0.44
   0.37   0.67
   0.45   0.49
   0.92   0.05
   1.08   0.01
   1.03   0.01
   0.93   0.06
   0.15   0.77
   0.07   1.06
   0.95   0.08
   0.95   0.00
   1.01   0.00
   0.96   0.02
   0.14   0.82
   0.01   1.04
   0.00   1.06
   0.15   0.83
   0.89   0.21
   0.80   0.21
   0.05   0.98
   0.02   1.00
   0.01   1.01
   0.05   0.94
   0.72   0.25
   1.02   0.07
   1.05   0.00
   1.02   0.00
   0.79   0.28
   0.45   0.50
   1.01   0.03
   1.02   0.00
   0.96   0.00
   0.95   0.06
   0.28   0.63
   0.02   1.05
   0.00   1.05
   0.01   1.14
   0.08   0.89
   0.07   0.95
   0.00   0.98
   0.03   1.03
   0.01   1.04
   0.01   0.95
   0.26   0.72
   0.37   0.57
   0.81   0.18
   0.89   0.12
   0.73   0.26
   0.53   0.36
   0.96   0.09
   1.03   0.00
   1.00   0.00
   1.03   0.02
   0.84   0.16
   0.07   0.98
   0.03   0.96
   0.02   0.98
   0.00   1.03
   0.01   0.98
   0.08   0.87
   0.16   0.81
   0.01   0.98
   0.00   0.95
   0.03   1.00
   0.07   0.93
   0.06   0.90
   0.12   0.92
   0.04   0.97
   0.08   0.91
   0.52   0.44
   0.97   0.04
   1.01   0.00
   0.93   0.00
   0.93   0.05
   0.17   0.79
   0.04   0.94
   0.02   0.96
   0.02   0.95
   0.02   1.02
   0.13   0.86
   0.09   0.87
   0.02   0.97
   0.12   0.87
   0.19   0.79
   0.03   0.96
   0.02   1.02
   0.00   1.06
   0.00   0.97
   0.01   1.06
   0.15   0.77
   0.94   0.03
   1.06   0.01
   1.05   0.00
   0.99   0.00
   0.85   0.10
   0.32   0.64
   0.02   0.94
   0.01   1.09
   0.00   0.99
   0.00   1.00
   0.03   1.05
   0.32   0.68
   0.88   0.08
   0.79   0.23
   0.19   0.74
   0.44   0.52
   0.06   0.92
   0.00   0.98
   0.02   1.03
   0.54   0.47
   1.00   0.01
   0.85   0.08
   1.03   0.03
   1.05   0.00
   0.97   0.00
   0.96   0.05
   0.04   0.93
   0.00   1.05
   0.00   0.98
   0.00   1.02
   0.02   1.08
   0.22   0.73
   0.99   0.05
   1.01   0.09
   0.64   0.28
   0.79   0.18
   0.29   0.70
   0.00   1.00
   0.13   0.80
   0.99   0.06
   1.04   0.00
   0.88   0.02
   0.98   0.01
   0.97   0.00
   0.94   0.06
   0.70   0.22
   0.01   1.05
   0.00   0.99
   0.00   1.03
   0.05   0.96
   0.03   0.96
   0.11   0.88
   0.90   0.12
   0.97   0.05
   0.24   0.72
   0.04   0.97
   0.00   0.97
   0.09   0.93
   1.02   0.10
   0.98   0.00
   1.03   0.00
   1.05   0.00
   1.01   0.00
   0.88   0.16
   0.29   0.70
   0.10   0.95
   0.00   1.09
   0.00   1.07
   0.01   0.94
   0.18   0.76
   0.03   0.92
   0.06   0.91
   0.44   0.51
   0.55   0.46
   0.08   0.85
   0.00   1.07
   0.00   1.02
   0.07   1.00
   0.94   0.07
   0.99   0.00
   1.04   0.00
   1.01   0.04
   0.94   0.09
   0.36   0.63
   0.17   0.75
   0.09   0.99
   0.00   1.02
   0.00   1.03
   0.02   0.91
   0.01   0.94
   0.00   0.95
   0.03   0.96
   0.12   0.85
   0.11   0.86
   0.08   0.88
   0.01   1.02
   0.01   1.04
   0.42   0.55
   1.01   0.02
   1.06   0.00
   0.85   0.15
   0.28   0.73
   0.16   0.74
   0.79   0.14
   0.85   0.11
   0.31   0.58
   0.00   1.06
   0.00   1.10
   0.00   0.99
   0.00   1.05
   0.00   0.93
   0.03   1.05
   0.08   0.96
   0.03   0.97
   0.05   0.93
   0.01   1.04
   0.09   1.01
   0.91   0.10
   1.06   0.00
   1.04   0.00
   0.68   0.33
   0.13   0.91
   0.27   0.76
   1.02   0.01
   0.93   0.09
   0.15   0.92
   0.00   1.01
   0.01   0.98
   0.01   0.98
   0.00   0.96
   0.00   1.02
   0.05   0.93
   0.08   0.92
   0.02   0.97
   0.12   0.95
   0.24   0.77
   0.40   0.63
   1.05   0.02
   1.05   0.00
   0.97   0.03
   0.14   0.80
   0.22   0.75
   0.83   0.14
   0.96   0.04
   0.74   0.19
   0.21   0.72
   0.11   0.94
   0.07   0.93
   0.01   1.07
   0.00   1.07
   0.00   0.96
   0.24   0.65
   0.50   0.45
   0.47   0.47
   0.76   0.19
   0.87   0.06
   0.93   0.08
   1.00   0.04
   1.02   0.00
   0.94   0.12
   0.07   0.93
   0.11   0.83
   0.89   0.10
   0.76   0.21
   0.91   0.04
   0.93   0.10
   0.87   0.13
   0.59   0.40
   0.06   0.98
   0.00   1.03
   0.01   0.90
   0.42   0.49
   0.94   0.14
   1.00   0.03
   1.05   0.00
   1.01   0.00
   0.98   0.01
   1.01   0.04
   1.03   0.02
   0.65   0.31
   0.04   1.09
   0.01   1.04
   0.28   0.75
   0.39   0.60
   0.75   0.31
   1.10   0.01
   0.96   0.00
   0.99   0.01
   0.89   0.10
   0.17   0.81
   0.06   0.91
   0.68   0.28
   0.87   0.08
   1.01   0.03
   1.06   0.02
   0.96   0.00
   1.06   0.00
   1.02   0.00
   0.98   0.02
   0.67   0.28
   0.05   0.83
   0.00   1.05
   0.07   0.96
   0.02   1.02
   0.17   0.75
   0.86   0.06
   1.05   0.00
   0.94   0.00
   1.05   0.01
   0.86   0.13
   0.10   0.84
   0.15   0.75
   0.79   0.18
   0.88   0.10
   0.86   0.05
   0.95   0.04
   0.87   0.01
   1.01   0.06
   0.84   0.11
   0.90   0.14
   0.29   0.65
   0.03   0.96
   0.01   1.02
   0.00   1.08
   0.06   0.96
   0.70   0.31
   0.87   0.11
   0.90   0.07
   0.97   0.04
   0.87   0.05
   0.29   0.70
   0.05   1.03
   0.21   0.77
   0.64   0.38
   1.02   0.02
   0.93   0.02
   0.91   0.04
   0.85   0.09
   0.82   0.10
   0.88   0.05
   0.68   0.31
   0.11   0.93
   0.00   1.00
   0.00   1.03
   0.00   0.96
   0.04   0.92
   0.21   0.78
   0.19   0.85
   0.18   0.81
   0.92   0.05
   0.81   0.18
   0.03   1.03
   0.08   0.90
   0.46   0.53
   0.99   0.01
   0.99   0.07
   1.01   0.03
   1.09   0.03
   0.97   0.05
   0.92   0.14
   0.74   0.28
   0.09   0.87
   0.00   1.02
   0.07   0.94
   0.17   0.80
   0.04   1.06
   0.02   0.92
   0.01   1.00
   0.07   0.88
   0.73   0.24
   0.91   0.09
   0.81   0.17
   0.79   0.15
   0.94   0.05
   1.02   0.02
   0.96   0.05
   0.93   0.07
   0.85   0.11
   1.02   0.03
   1.03   0.04
   0.86   0.15
   0.08   0.91
   0.01   1.03
   0.90   0.13
   0.87   0.12
   0.79   0.16
   0.24   0.67
   0.06   0.96
   0.03   0.98
   0.09   0.91
   0.93   0.07
   0.95   0.01
   0.81   0.19
   0.78   0.24
   1.01   0.01
   1.00   0.00
   0.93   0.08
   0.35   0.71
   0.57   0.34
   1.05   0.00
   0.97   0.02
   0.42   0.67
   0.20   0.79
   0.93   0.08
   0.94   0.08
   0.87   0.14
   0.92   0.09
   0.89   0.10
   0.32   0.59
   0.03   0.98
   0.75   0.24
   0.59   0.29
   0.13   0.91
   0.40   0.63
   1.03   0.03
   1.08   0.00
   1.01   0.05
   0.10   0.97
   0.18   0.86
   0.93   0.06
   0.97   0.01
   0.99   0.01
   1.08   0.03
   0.21   0.80
   0.06   0.89
   0.11   0.90
   0.79   0.23
   0.87   0.13
   0.23   0.76
   0.01   0.98
   0.03   0.91
   0.03   0.94
   0.00   0.99
   0.20   0.71
   0.76   0.19
   1.02   0.00
   0.93   0.05
   0.28   0.73
   0.03   0.96
   0.43   0.53
   0.82   0.14
   1.03   0.00
   0.95   0.05
   0.16   0.78
   0.01   1.01
   0.00   1.08
   0.03   1.04
   0.04   0.95
   0.01   0.99
   0.06   0.87
   0.13   0.84
   0.01   1.04
   0.00   0.94
   0.01   1.00
   0.23   0.77
   0.89   0.07
   0.80   0.13
   0.22   0.72
   0.03   0.97
   0.39   0.67
   0.93   0.11
   1.07   0.00
   0.78   0.15
   0.83   0.18
   0.09   0.90
   0.00   0.98
   0.00   1.07
   0.00   0.97
   0.03   0.93
   0.65   0.32
   0.97   0.11
   0.14   0.78
   0.00   1.06
   0.00   1.03
   0.01   0.96
   0.13   0.84
   0.17   0.78
   0.05   0.95
   0.00   0.97
   0.16   0.78
   0.98   0.06
   1.06   0.00
   0.95   0.00
   0.94   0.05
   0.23   0.72
   0.08   0.99
   0.04   0.95
   0.00   1.04
   0.10   0.96
   0.87   0.13
   0.86   0.13
   0.13   0.81
   0.14   0.79
   0.03   1.03
   0.01   0.99
   0.04   0.98
   0.02   0.98
   0.00   1.00
   0.01   1.00
   0.13   0.88
   0.93   0.08
   0.98   0.00
   1.02   0.00
   1.06   0.00
   0.83   0.11
   0.25   0.70
   0.05   0.99
   0.00   0.97
   0.00   0.92
   0.11   0.86
   0.16   0.75
   0.93   0.10
   0.91   0.08
   0.15   0.82
   0.01   1.03
   0.03   0.98
   0.02   0.98
   0.00   1.04
   0.03   0.95
   0.83   0.20
   0.94   0.01
   0.97   0.00
   1.05   0.00
   1.05   0.00
   0.97   0.00
   0.74   0.19
   0.03   0.95
   0.00   1.04
   0.00   1.03
   0.00   1.00
   0.03   1.02
   0.76   0.18
   1.03   0.01
   0.54   0.42
   0.18   0.82
   0.03   1.02
   0.00   1.06
   0.01   0.94
   0.36   0.55
   1.03   0.01
   0.99   0.00
   1.10   0.00
   0.96   0.00
   0.92   0.00
   1.00   0.01
   0.99   0.05
   0.08   0.95
   0.01   1.02
   0.13   0.89
   0.68   0.33
   0.73   0.27
   0.81   0.13
   0.98   0.03
   0.96   0.07
   0.10   0.94
   0.01   0.99
   0.00   1.05
   0.05   0.93
   0.69   0.28
   0.96   0.01
   1.03   0.00
   1.01   0.00
   0.91   0.00
   1.06   0.01
   0.89   0.08
   0.59   0.42
   0.08   0.84
   0.14   0.80
   0.72   0.19
   0.85   0.08
   0.55   0.46
   0.38   0.56
   0.18   0.76
   0.13   0.88
   0.02   0.96
   0.00   1.01
   0.00   1.11
   0.10   0.89
   0.95   0.08
   0.99   0.00
   1.03   0.00
   1.07   0.00
   1.07   0.00
   0.92   0.04
   0.95   0.07
   0.60   0.39
   0.05   0.99
   0.05   0.87
   0.62   0.27
   0.59   0.39
   0.04   0.97
   0.00   0.96
   0.00   0.91
   0.00   1.06
   0.00   1.12
   0.00   1.02
   0.02   1.02
   0.19   0.75
   0.90   0.04
   1.18   0.00
   0.95   0.01
   0.98   0.03
   0.95   0.03
   1.00   0.00
   1.09   0.01
   0.80   0.12
   0.04   1.00
   0.00   0.95
   0.02   0.94
   0.03   1.00
   0.00   0.99
   0.00   1.00
   0.00   1.09
   0.00   1.06
   0.00   1.06
   0.00   1.05
   0.14   0.83
   0.91   0.11
   0.96   0.00
   1.02   0.00
   0.98   0.02
   0.94   0.07
   1.01   0.06
   1.07   0.00
   0.92   0.06
   0.33   0.71
   0.01   1.00
   0.00   1.02
   0.00   1.08
   0.00   1.01
   0.00   1.01
   0.00   0.98
   0.00   1.02
   0.00   0.95
   0.10   0.89
   0.10   0.98
   0.05   0.93
   0.72   0.28
   1.01   0.01
   0.94   0.01
   0.79   0.17
   0.89   0.21
   1.03   0.01
   1.01   0.00
   0.85   0.14
   0.15   0.85
   0.16   0.75
   0.21   0.73
   0.04   0.87
   0.03   0.97
   0.01   1.05
   0.00   0.99
   0.03   0.97
   0.15   0.87
   0.87   0.15
   0.67   0.25
   0.10   0.93
   0.18   0.83
   0.87   0.04
   1.05   0.02
   0.16   0.82
   0.20   0.92
   0.90   0.04
   1.03   0.01
   1.00   0.00
   0.93   0.02
   0.97   0.04
   0.93   0.09
   0.19   0.82
   0.05   0.91
   0.00   0.97
   0.01   1.02
   0.05   0.92
   0.29   0.60
   1.00   0.05
   0.82   0.09
   0.33   0.64
   0.39   0.56
   0.98   0.00
   0.93   0.02
   0.15   0.84
   0.11   0.88
   0.93   0.10
   0.98   0.03
   0.93   0.01
   0.98   0.00
   0.97   0.00
   0.93   0.00
   0.77   0.23
   0.32   0.65
   0.02   1.06
   0.02   0.99
   0.02   0.94
   0.15   0.81
   0.41   0.55
   0.94   0.06
   0.91   0.05
   0.95   0.05
   1.06   0.00
   1.06   0.02
   0.53   0.42
   0.09   0.91
   0.78   0.29
   0.18   0.80
   0.41   0.46
   0.93   0.00
   1.10   0.00
   1.02   0.00
   0.99   0.02
   0.83   0.16
   0.08   0.95
   0.00   1.07
   0.05   0.95
   0.04   0.99
   0.27   0.58
   0.82   0.15
   1.01   0.01
   1.01   0.01
   0.96   0.00
   1.05   0.00
   0.73   0.19
   0.21   0.78
   0.07   0.82
   0.01   1.04
   0.34   0.74
   0.96   0.05
   1.04   0.02
   0.98   0.01
   1.04   0.01
   0.88   0.11
   0.13   0.88
   0.00   1.03
   0.00   0.95
   0.11   0.87
   0.81   0.12
   0.94   0.00
   1.01   0.00
   1.08   0.00
   0.91   0.00
   0.91   0.00
   0.96   0.08
   0.40   0.69
   0.01   1.08
   0.00   1.02
   0.08   0.91
   0.26   0.68
   0.62   0.38
   0.65   0.34
   0.61   0.32
   0.62   0.36
   0.09   0.98
   0.00   1.02
   0.00   0.99
   0.07   0.95
   1.03   0.02
   0.98   0.00
   0.99   0.00
